Price incl. 19 % VAT - valid from 01.01.2021;PNC;GARDENA Part Number
7,44;580671501;03772-00.701.00
5,03;577720301;03781-00.600.16
2,95;520488901;03800-00.600.01
77,06;520489001;03800-00.600.21
9,88;524050001;03800-00.600.28
5,18;520489201;03800-00.600.37
2,51;520489301;03800-00.600.38
1,3;520489401;03800-00.600.41
2,74;520489601;03800-00.600.43
3,68;520489701;03800-00.600.49
5,09;520489801;03800-00.701.00
7,6;520489901;03800-00.702.00
5,08;520490501;03801-00.600.06
1,32;520490601;03801-00.600.12
86,72;520490701;03804-00.600.01
2,21;520490801;03815-00.600.06
4,5;520491101;03820-00.600.16
3,68;520491201;03820-00.600.31
12,02;520491401;03821-00.600.01
5,53;520491501;03821-00.600.06
41,98;520491801;03980-00.600.11
1,32;520492301;03980-00.900.01
1,52;520492801;03984-00.900.01
57,74;520492901;03984-00.900.02
48,84;520493001;03984-00.900.03
126,77;520493501;03984-00.900.08
3,47;520493901;03984-00.900.12
5,56;520494101;03984-00.900.15
3,06;520494201;03984-00.900.16
23,19;520494401;03984-00.900.18
9,34;520494501;03984-00.900.19
79,15;520495301;03984-00.900.27
44,28;520495401;03984-00.900.28
1,52;520495501;03984-00.900.29
39,88;520496501;03984-00.901.00
18,14;520496801;03986-00.900.01
51,43;520497501;03988-00.900.05
132,91;520497601;03988-00.900.06
29,49;520498501;03988-00.900.15
59,05;520499001;03988-00.900.20
31,7;520499801;04000-00.900.08
8,28;520500201;04000-00.900.12
4,31;520500701;04000-00.900.18
39,64;520501201;04000-00.900.25
43,66;520502101;04000-00.900.39
41,04;520502401;04000-00.900.42
47,96;520503301;04000-00.900.53
0,83;520503401;04000-00.900.54
3,09;520504001;04000-00.900.61
2,67;520504101;04000-00.900.62
4,84;520504401;04001-00.900.02
40,31;520504801;04001-00.900.07
25,13;520504901;04001-00.900.08
56,51;520505001;04001-00.900.10
38,52;520505601;04001-00.900.20
2,78;520506001;04001-00.900.24
47,96;520506501;04001-00.900.31
4,76;520507201;04002-00.900.03
4,84;520507301;04002-00.900.04
1,63;520507701;04002-00.900.09
3,47;520507901;04002-00.900.11
5,4;520508001;04002-00.900.13
2,67;520508201;04002-00.900.15
2,08;520508301;04002-00.900.17
47,96;520508401;04002-00.900.18
26,44;520508801;04002-00.900.23
49,09;520509001;04002-00.900.27
24,31;520510001;04002-00.900.38
16,51;520510501;04002-00.900.45
58,74;520511001;04005-00.900.08
58,42;520511501;04005-00.900.15
17,65;520512301;04005-00.901.02
14,02;520512401;04005-00.901.04
45,37;520512601;04008-00.900.02
47,24;520512801;04009-00.900.02
4,34;520513501;04012-00.901.01
24,34;520513601;04012-00.901.19
14,02;520513701;04012-00.901.20
23,98;586611101;04016-00.701.00
25,99;586611201;04017-00.701.00
15,74;586750001;04018-00.600.11
7,9;586871801;04018-00.610.01
8,95;586958701;04018-00.610.11
8,95;586959001;04018-00.610.16
54,45;588735301;04018-00.611.00
9,87;586798001;04018-00.620.01
6,85;586798101;04018-00.620.06
4,97;586953701;04018-00.620.11
27,7;586953001;04018-00.620.12
16,91;586864501;04018-00.620.13
7,88;587073801;04018-00.630.00
7,88;587073901;04018-00.640.00
17,04;588195601;04018-00.901.00
4,72;590207701;04019-00.610.06
7,51;520513901;04020-00.600.01
3,26;520514001;04020-00.600.18
3,26;520514101;04020-00.600.20
17,12;520514201;04020-00.600.24
1,63;520514301;04020-00.600.30
1,79;520514401;04020-00.600.31
3,05;520514501;04020-00.600.32
6,01;520514601;04020-00.600.38
1,94;520515101;04020-00.600.44
23,81;520515201;04020-00.600.46
23,8;520515601;04020-00.600.56
7,69;520515801;04020-00.600.65
1,33;520515901;04020-00.600.70
1,56;520516201;04020-00.600.73
3,08;520516301;04020-00.600.74
31,96;586261701;04020-00.670.00
28,71;525562701;04020-00.680.00
10,92;520516701;04020-20.860.00
3,03;520516901;04020-20.990.01
1,87;520517001;04021-00.600.11
17,12;520517101;04021-00.600.21
2,88;520517201;04021-00.600.31
4,89;520517301;04021-00.600.38
5,18;520517601;04021-00.600.61
4,68;520517701;04021-00.600.66
5,31;520517801;04021-00.600.71
2,55;520517901;04021-00.600.76
0,99;521948001;04021-00.600.85
0,54;520518101;04021-00.630.16
12,5;524059801;04021-00.830.01
30,86;520518301;04021-00.831.00
17,31;520518401;04021-20.870.00
26,17;586918401;04022-00.600.01
29,45;586957901;04022-00.620.12
17,26;586864502;04022-00.620.13
24,12;520518601;04023-00.600.26
24,34;520518701;04023-00.600.27
12,39;520518801;04023-00.600.31
12,39;520518901;04023-00.600.32
29,77;510116001;04023-00.640.00
37,6;586036201;04023-00.650.00
79,38;574294901;04025-00.610.00
95,91;525562801;04025-00.630.00
11,09;525562901;04025-00.635.00
33,01;525563001;04025-00.640.00
34,81;525563101;04025-00.645.00
3,75;525563201;04025-00.650.00
26,05;520519601;04026-00.600.21
19,96;520519701;04026-00.600.22
92,09;520520201;04026-00.600.55
30,13;520520301;04026-00.600.56
3,07;520520401;04026-00.600.61
16,51;520520901;04026-00.600.71
47,96;520521101;04026-00.620.01
45,67;520521301;04026-00.630.00
3,24;520521401;04026-00.630.11
82,04;520521501;04026-00.800.00
13,54;582809201;04027-00.600.01
10,71;582809401;04027-00.600.06
0,68;589837001;04027-00.600.11
48,28;582883601;04027-00.611.00
29,27;590297101;04027-00.612.00
17,15;582809501;04027-00.621.00
0,83;520522301;04028-00.610.07
2,26;573985401;04029-00.600.51
29,98;520523401;04032-00.614.00
11,21;520523601;04032-00.990.00
11,76;520523701;04032-00.995.00
32,33;520524201;04034-00.600.22
32,11;520524301;04034-00.600.23
6,79;520524501;04034-00.600.81
1,14;520524701;04034-00.600.88
17,65;521948101;04034-00.600.97
2,67;520525401;04034-00.610.51
0,89;520525501;04034-00.610.56
2,64;520525601;04034-00.610.75
15,54;520525901;04034-00.620.30
4,86;520526101;04034-00.635.00
96;520526201;04034-00.640.00
2,36;520526401;04034-00.650.11
10,03;520526601;04034-00.651.00
10,03;520526701;04034-00.661.00
4,78;520526801;04034-00.670.02
5,64;520527001;04034-00.680.02
112,17;520527101;04034-00.920.00
7,04;520527201;04034-00.930.00
7,04;520527301;04034-00.940.00
20,41;520527401;04034-00.950.00
24,4;520527501;04034-00.960.00
20,41;520527601;04034-00.990.00
21,63;520527701;04034-00.995.00
53,49;529308001;04035-00.690.00
56,94;520528501;04036-00.600.29
35,77;520528601;04036-00.625.00
4,49;520528701;04036-00.635.00
32,63;520528801;04036-00.641.00
99,42;520529101;04036-00.687.00
14,04;520529501;04038-00.600.06
17,39;520529601;04038-00.600.11
35,13;520529701;04038-00.600.16
3,84;520529801;04038-00.600.36
5,25;520529901;04038-00.600.41
0,67;520530301;04038-00.600.67
9,64;520530401;04038-00.600.68
1,56;520530501;04038-00.600.69
19,5;520530801;04038-00.600.74
19,5;521948201;04038-00.600.80
13,72;520531101;04038-00.610.01
11,54;520531401;04038-00.645.02
14,85;520531501;04038-00.650.00
10,19;520531601;04038-00.661.00
10,19;520531701;04038-00.671.00
8,6;520531901;04038-00.901.00
27,16;520532001;04038-00.910.00
42,67;520532201;04039-00.600.01
2,74;520532501;04040-00.600.16
75,35;520532801;04040-00.600.20
16,51;520532901;04040-00.600.31
1,33;520533301;04040-00.600.40
16,86;520533501;04040-00.600.50
35,97;520533701;04040-00.600.68
4,95;520534001;04040-00.637.00
17,77;520534201;04040-00.680.00
7,43;520534301;04040-00.900.01
23,15;575930601;04044-00.900.01
101,35;575930701;04044-00.900.02
16,72;575930801;04044-00.900.03
78,46;575930901;04044-00.900.04
73,51;581150001;04044-00.900.05
12,94;581150101;04044-00.900.06
79,92;581150201;04046-00.900.01
115,7;575931001;04047-00.900.01
78,46;575931101;04047-00.900.02
109,35;581150301;04047-00.900.03
19,99;586611301;04049-00.701.00
112,22;581150401;04051-00.900.01
29,99;590071901;04058-00.701.00
19,99;590072001;04059-00.701.00
16,51;520534601;04060-00.600.26
1,49;520534801;04060-00.600.35
2;520534901;04060-00.600.36
1,3;520535001;04060-00.600.49
2,18;524081501;04060-00.611.02
22,48;520535301;04060-00.622.00
74,13;520535701;04060-00.701.00
16,51;520535901;04062-00.600.13
0,83;524082801;04062-00.600.22
16,51;520536301;04062-00.600.25
10,21;520536401;04062-00.600.26
4,2;520536501;04062-00.600.27
18,96;520536601;04062-00.610.21
1,33;520536801;04062-00.630.11
8,88;520537101;04062-00.660.00
12,53;520537301;04062-00.680.00
43,03;520537701;04062-00.745.00
82,56;520537901;04062-00.820.00
12,74;520538101;04066-00.210.00
58,8;520538301;04066-00.610.00
74,26;520538701;04066-00.620.00
16,51;520538801;04066-00.620.11
1,79;520538901;04066-00.620.15
5,24;584222201;04066-00.621.03
59,4;584222401;04066-00.622.00
41,4;584222501;04066-00.627.00
6,15;520539201;04066-00.710.00
10,45;520539301;04066-00.790.00
13,48;589320301;04067-20.990.01
3,71;589304001;04067-20.990.02
16,55;520539601;04068-00.600.11
16,49;520539701;04068-00.600.16
7,06;520539801;04068-00.600.21
3,84;520539901;04068-00.600.26
6,87;520540001;04068-00.600.31
2,26;520540101;04068-00.600.36
1,87;520540301;04068-00.600.71
3,01;520540401;04068-00.600.74
1,94;520540901;04068-00.600.91
1,7;520541001;04068-00.600.98
14,46;520541201;04068-00.612.00
35,97;520541301;04068-00.612.01
11,2;520541501;04068-00.620.00
130,92;575799901;04068-00.650.00
28,66;520542501;04070-00.900.07
47,96;520543401;04070-00.900.16
10,6;520544501;04070-00.900.27
2,93;520545201;04070-00.900.34
50,69;579867501;04073-00.900.01
17,65;580489001;04079-00.701.00
20,99;525632601;04080-00.701.00
22,98;525632901;04081-00.701.00
24,98;525634401;04082-00.701.00
27,87;575931401;04083-00.701.00
32,05;575931501;04084-00.701.00
17,99;580489101;04087-00.701.00
79,99;580489201;04088-00.701.00
12,99;580489301;04089-00.701.00
15,99;580489401;04090-00.701.00
1,23;520546501;04091-00.600.01
25,69;520546901;04099-00.701.00
20,99;590072101;04100-00.701.00
21,99;590072201;04101-00.701.00
20,99;590072301;04102-00.701.00
22,98;593855401;04103-00.701.00
24,98;590072401;04104-00.701.00
19,99;599205401;04105-00.701.00
5,16;520547101;04200-00.600.11
11,7;520547201;04200-00.600.17
11,98;520547301;04200-00.600.24
0,68;520547401;04200-00.600.27
11,4;520547601;04200-00.600.35
0,83;520547801;04200-00.610.33
20,56;520547901;04200-00.620.00
11,26;520548001;04200-00.701.00
15,83;520548101;04202-00.600.01
17,27;520548201;04204-00.701.00
58,82;520548301;04206-00.610.00
1,87;520549001;04235-00.600.26
4,89;520549101;04235-00.600.31
87,48;590092501;04275-00.400.00
46,83;524097801;04302-00.600.00
11,59;520549401;04311-00.600.01
4,66;520549501;04315-00.610.00
4,66;520549601;04315-00.615.00
5,72;520549701;04317-00.701.00
2,42;520549801;04352-00.600.01
37,97;520549901;04352-00.600.09
3,42;520550101;04352-00.610.18
15,05;520550201;04352-00.701.00
18,81;510276701;04355-00.900.02
18,81;510276801;04355-00.900.03
18,81;510276901;04355-00.900.04
18,81;510277101;04355-00.900.05
56,99;510277201;04355-00.901.00
22,29;510277301;04355-00.902.00
9,79;520550301;04372-00.600.01
1,46;520550401;04646-00.610.06
1,46;588138201;04646-00.610.07
1,46;582403001;04646-00.610.08
2,56;524104101;04646-00.701.00
5,19;588206901;04646-00.712.00
5,14;588207001;04646-00.722.00
1,3;520550701;05015-00.000.18
72,52;597397701;05023-00.600.01
2,36;597398701;05023-00.600.09
3,72;597400301;05023-00.600.10
6,52;597400801;05023-00.600.12
1,33;597618701;05023-00.600.14
3,94;597401201;05023-00.600.15
18,86;597385901;05023-00.610.01
6,82;597387501;05023-00.610.02
2,68;597388001;05023-00.610.03
2,68;597388101;05023-00.610.04
2,71;597388201;05023-00.610.05
27,81;597404901;05023-00.620.00
2,89;597392201;05023-00.620.06
3,09;597392301;05023-00.620.07
12,55;597392401;05023-00.620.08
1,27;597393901;05023-00.630.02
3,38;597394001;05023-00.630.03
2,36;597394501;05023-00.640.02
3,03;597395101;05023-00.640.04
48,21;597395301;05023-00.650.00
18,04;597618801;05023-00.660.00
11,54;598786001;05023-00.670.00
1,4;520550901;05026-00.000.02
17,64;582844001;05031-00.600.05
7,21;582711201;05031-00.600.06
10,31;582681601;05031-00.600.07
1,73;582857301;05031-00.600.10
16,92;582849601;05031-00.600.11
16,36;582849701;05031-00.600.12
7,72;582849801;05031-00.600.13
5,21;582849901;05031-00.600.14
1,73;582850001;05031-00.600.15
2,49;589680801;05031-00.600.45
4,06;582848401;05031-00.600.50
2,7;582856701;05031-00.600.52
2,37;582857101;05031-00.600.53
0,68;582855401;05031-00.600.55
2,06;582856201;05031-00.600.56
3,51;582856301;05031-00.600.57
1,33;582857201;05031-00.600.58
0,83;582855501;05031-00.600.60
2,39;582857401;05031-00.600.61
0,83;582855601;05031-00.600.62
29,25;582849501;05031-00.600.63
1,49;582858401;05031-00.600.64
2,24;582856801;05031-00.600.65
14,17;582858501;05031-00.600.66
14,21;582858601;05031-00.600.67
0,83;582855701;05031-00.600.68
4,39;589668401;05031-00.600.73
50,87;582833301;05031-00.610.00
0,99;582855101;05031-00.610.52
22,48;582848701;05031-00.620.00
4,9;590033001;05031-00.652.00
4,08;582228701;05032-00.600.02
4,3;582229301;05032-00.600.03
7,21;582229401;05032-00.600.04
8,25;582229501;05032-00.600.05
4,19;582234501;05032-00.600.07
0,79;582235901;05032-00.600.09
12,65;582236201;05032-00.600.10
6,08;582236601;05032-00.600.11
1,73;582240001;05032-00.600.12
18,77;582240301;05032-00.600.13
21,8;582241201;05032-00.600.14
8,6;582241301;05032-00.600.15
1,73;582256701;05032-00.600.17
1,63;582235101;05032-00.600.52
0,83;582256801;05032-00.600.53
1,56;582711101;05032-00.600.54
2,36;582257501;05032-00.600.56
2,82;582234301;05032-00.600.58
3,8;582235801;05032-00.600.59
2,39;582236001;05032-00.600.60
2,9;582240401;05032-00.600.64
2,05;582256501;05032-00.600.66
0,83;582707901;05032-00.600.67
2,23;582708201;05032-00.600.68
1,87;582708001;05032-00.600.69
1,79;582708101;05032-00.600.70
1,33;589327701;05032-00.600.71
2,27;582230801;05032-00.610.02
4,06;582257001;05032-00.610.50
4,44;582257101;05032-00.610.51
1,33;582257301;05032-00.610.52
50,69;582230701;05032-00.610.53
16,51;582233901;05032-00.610.54
0,99;582257401;05032-00.610.55
0,67;582259401;05032-00.610.56
22,81;582234801;05032-00.620.00
10,79;582238801;05032-00.630.01
12,39;582239301;05032-00.630.02
3,59;582239401;05032-00.630.03
12,98;582239701;05032-00.630.04
2,74;582239901;05032-00.630.05
12,5;582250301;05032-00.630.50
1,38;582250401;05032-00.630.51
2;589328601;05032-00.630.53
1,38;582250201;05032-00.631.00
8,73;582250501;05032-00.632.00
2,39;582241001;05032-00.640.50
22,96;582241401;05032-00.650.00
6,82;582241701;05032-00.650.03
3,49;582242001;05032-00.660.00
2,37;582245301;05032-00.670.00
13,3;590162801;05032-00.901.00
13,76;590162501;05032-00.902.00
20,77;590162601;05032-00.903.00
8,09;590158701;05032-00.904.00
18,45;582248901;05033-00.600.01
2,81;582249701;05033-00.600.18
1,84;582708401;05033-00.600.51
84,87;582249101;05033-00.610.00
67,84;582259601;05033-00.620.00
7,97;582249301;05033-00.630.01
2,58;582249401;05033-00.630.02
9,2;582250601;05033-00.631.00
15,95;582249601;05033-00.640.01
0,9;582260201;05033-00.640.02
19,34;582250001;05033-00.640.04
2,9;582250801;05033-00.640.52
13,14;582261101;05033-00.641.53
23,74;582708501;05033-00.642.00
9,22;590163001;05033-00.901.00
46,21;582264301;05034-00.600.01
4,46;582264701;05034-00.600.02
4,94;582264801;05034-00.600.03
17,56;582266701;05034-00.600.04
17,72;582267001;05034-00.600.05
23,87;582267101;05034-00.600.53
1,33;582256901;05034-00.600.54
51,04;582265201;05034-00.610.50
17,16;590142901;05034-00.610.52
3,92;589332001;05034-00.610.53
1,93;589332301;05034-00.610.54
2,18;582357201;05034-00.610.56
3,45;582265801;05034-00.620.02
2,08;582266001;05034-00.620.50
9,13;589332601;05034-00.621.00
4,05;582267201;05034-00.630.00
22,46;590162701;05034-00.901.00
11,29;590163101;05034-00.902.00
20,87;598714401;05034-00.903.00
18,28;593855501;05037-00.901.00
20,93;593855601;05037-00.902.00
11,7;593855701;05037-00.903.00
11,75;593855901;05037-00.904.00
53,06;593856101;05037-00.905.00
8,79;593856401;05037-00.906.00
97,63;593856501;05037-00.907.00
1,3;597501201;05038-00.900.01
13,54;593173801;05039-00.631.00
3,06;592615301;05039-00.640.01
3,15;592615401;05039-00.640.02
21;592615601;05039-00.640.03
19,83;592622101;05039-00.640.09
16,76;593666401;05039-00.901.00
5,72;589469701;05041-00.600.01
2,36;589998301;05041-00.600.02
25,78;589469801;05041-00.600.03
14,88;589998801;05041-00.600.04
6,27;589469901;05041-00.600.05
22,94;589469601;05041-00.600.06
22,73;589998901;05041-00.600.07
6,06;587585702;05041-00.600.08
96,77;579685402;05041-00.600.09
0,83;590086101;05041-00.600.10
3,13;590086401;05041-00.600.11
14,89;589999201;05041-00.600.12
0,83;590086501;05041-00.600.13
19,65;589999501;05041-00.600.14
3,33;589999601;05041-00.600.19
1,18;589999701;05041-00.600.20
18,35;589470201;05041-00.600.22
0,83;590086801;05041-00.600.23
15,86;589470001;05041-00.600.24
2,77;590000001;05041-00.600.26
1,5;590007801;05041-00.600.27
28,96;590009201;05041-00.600.29
9,89;590009601;05041-00.600.30
9,92;590010101;05041-00.600.31
44,02;590012801;05041-00.600.32
29,55;587586002;05041-00.600.33
0,99;590093501;05041-00.600.34
1,33;590087201;05041-00.600.35
8,23;587586102;05041-00.600.36
23,22;589470701;05041-00.600.37
4,3;590166401;05041-00.600.38
3,3;590011401;05041-00.620.01
1,92;590086901;05041-00.620.02
8,09;589578401;05041-00.620.04
8,27;589578601;05041-00.620.05
3,02;589579001;05041-00.620.06
2,38;589578801;05041-00.620.07
3,09;590011701;05041-00.620.08
1,93;590011901;05041-00.620.09
27,45;590012101;05041-00.620.10
12,07;590012201;05041-00.620.11
3,38;589578001;05041-00.620.12
1,49;590087001;05041-00.620.13
36,35;590012301;05041-00.620.14
6,85;590012401;05041-00.620.15
13,14;590012501;05041-00.620.16
16,47;590039401;05041-00.650.00
2,93;590074801;05041-00.651.00
2,89;520551001;05303-00.701.00
9,98;525634501;05306-00.701.00
9,98;525634601;05307-00.701.00
11,48;525634701;05308-00.701.00
9,98;588509001;05309-00.701.00
2,49;520551101;05320-00.600.00
9,98;520551301;05368-00.701.00
9,98;520551401;05370-00.901.00
9,98;520551501;05371-00.721.00
13,73;520551601;05374-00.000.01
11,78;520551701;05376-00.701.00
12,79;520551801;05377-00.701.00
4,09;520551901;05385-00.701.00
39;520552101;05389-00.701.00
5,85;520553001;05550-00.600.11
1,01;520553101;05550-00.600.42
1,01;520553201;05550-00.600.50
6,58;520553301;05556-00.799.00
1,9;520553601;05564-00.600.21
9,4;520553701;05564-00.600.26
11,48;520553901;05565-00.610.00
24,38;520554101;05570-00.610.00
2,56;520554201;05620-00.600.16
2,55;520554301;05620-00.610.00
1,01;520554701;05622-00.600.57
5,07;520554801;05622-00.600.58
6,05;520554901;05630-00.600.01
2,02;520555201;05634-00.600.16
6,05;520555401;05634-00.710.00
14,34;520555501;05670-00.610.00
2,88;582113701;06001-00.600.01
4,21;582113601;06001-00.600.02
1,56;582111601;06001-00.600.04
1,01;582111701;06001-00.600.05
1,87;582401101;06001-00.620.03
1,92;582401801;06002-00.600.01
1,87;582401201;06002-00.620.03
29,79;575435901;06007-00.701.00
34,05;575436001;06008-00.701.00
17,02;575931601;06011-00.701.00
0,73;520557801;06500-00.610.00
2,74;520557901;06740-00.611.00
3,89;520558101;06904-00.100.00
4,89;575645701;06917-00.100.00
8,25;520558201;06918-00.100.00
5,01;520558301;06919-00.720.00
2,07;520558501;07120-00.900.01
2,75;520558701;07192-00.600.01
1,01;520558801;07200-00.000.13
1,01;520558901;07200-00.000.14
8,23;520559301;07486-22.900.08
1,43;520559401;07486-22.900.12
5,03;520559801;07600-00.900.01
3,25;520560001;07600-00.900.03
51,36;520560101;07600-00.901.00
43,08;520560201;07600-00.902.00
6,49;520560301;07601-00.900.01
4,31;520560401;07601-00.900.02
62,12;520560501;07601-00.901.00
70,03;520560801;07602-00.901.00
3,59;520560901;07630-00.900.01
26,5;520561101;07630-00.900.03
6,13;520561201;07630-00.900.04
32,31;520561401;07631-00.900.02
9,04;520561501;07631-00.900.03
9,04;520561701;07632-00.900.02
17,48;520561801;07645-00.900.01
33,55;520562101;07645-00.900.04
6,31;520562401;07647-00.900.03
35,51;520562601;07647-00.901.00
26,1;520562701;07648-00.900.01
32,31;520562901;07649-00.900.02
9,23;520563301;07650-00.900.04
10,4;520563401;07650-00.901.00
51,9;520563501;07650-00.902.00
30,75;520563601;07651-00.900.01
7,59;520563701;07651-00.900.02
51,9;520563801;07651-00.901.00
41,41;520563901;07654-00.900.01
7,59;520564001;07654-00.900.02
101,05;520564201;07655-00.900.02
14,54;520564401;07655-00.900.05
54,41;520564801;07655-00.902.00
72,69;520564901;07656-00.900.01
4,36;577995801;07658-00.900.01
14,08;577995901;07658-00.900.02
73,72;577996201;07658-00.900.05
45,93;520565301;07767-00.900.05
5,52;520565601;07784-00.600.23
8,9;520565701;07784-00.600.28
1,99;520565801;07784-00.600.33
12,28;520566101;07814-00.600.00
24,85;520566401;07835-00.900.01
1,43;520566601;07837-00.900.02
29,82;520566701;07837-00.900.03
6,14;520566901;07837-00.900.08
2,83;520567101;07839-00.900.02
5,39;574295001;07842-00.755.00
57,32;574691701;07842-00.900.01
1,01;574691801;07842-00.900.02
40,22;574691901;07842-00.900.03
1,01;574692001;07842-00.900.04
1,21;574692201;07842-00.900.06
1,01;574692301;07842-00.900.07
1,43;574698201;07842-00.900.09
1,68;574698301;07842-00.900.10
14,08;574698401;07842-00.900.11
1,33;574698501;07842-00.900.12
0,8;574698601;07842-00.900.13
6,49;574698701;07842-00.900.14
27,97;574698801;07842-00.900.15
30,13;574699001;07842-00.900.16
1,32;574699201;07842-00.900.17
19,58;574699301;07842-00.900.18
10,61;574699401;07842-00.900.19
40,59;574699501;07842-00.900.20
1,01;574699601;07842-00.900.21
35,25;574699701;07842-00.900.22
64,76;574699901;07842-00.901.00
28,32;574700001;07844-00.900.01
21,12;574700201;07844-00.900.04
70,03;574700301;07844-00.901.00
19,02;520567401;07846-00.900.01
9,03;520567701;07846-00.900.05
1,33;520569101;07855-00.900.02
41,01;520569201;07855-00.900.03
6,14;520569301;07855-00.900.05
41,01;520569701;07858-00.900.01
41,01;520569801;07859-00.900.01
4,31;520569901;07860-00.600.01
50,94;525619801;07862-00.900.01
2,69;525620201;07862-00.900.02
7,59;525620901;07862-00.900.03
3,92;525621101;07862-00.900.04
3,59;525621201;07862-00.900.05
1,3;525621301;07863-00.900.01
1,95;525621501;07863-00.900.02
75,79;525621601;07863-00.900.03
14,39;525621801;07863-00.900.04
8,21;525621901;07863-00.900.05
4,07;525622001;07863-00.900.06
4,68;525622101;07863-00.900.07
3,13;525622201;07863-00.900.08
1,3;525622401;07864-00.900.01
2,69;525622701;07864-00.900.02
16,11;525623001;07864-00.900.04
5,81;574295101;07864-00.900.05
5,44;525623101;07865-00.900.01
122,59;525623201;07865-00.900.02
19,22;525623301;07865-00.900.03
19,24;525623401;07866-00.900.01
59,15;525634801;07867-00.701.00
1,84;520570701;07868-00.900.06
4,14;520570901;07872-00.900.01
22,61;520571001;07872-00.900.02
2,26;520571101;07872-00.900.03
40,31;520571201;07872-00.900.04
11,34;520571301;07872-00.900.05
10,09;520571601;07872-00.900.08
6,13;520571701;07872-00.900.09
12,35;520571801;07872-00.900.10
11,77;520571901;07872-00.900.12
3,19;576996801;07872-00.900.13
30,56;520572001;07872-00.901.00
6,49;520572101;07873-00.900.01
41,83;520572201;07873-00.900.02
3,83;520572401;07878-00.900.02
46,8;520572501;07878-00.900.03
6,49;520572601;07878-00.900.04
10,47;520572701;07878-00.900.05
45,97;520572901;07879-00.900.01
6,06;520573201;07880-00.900.03
33,95;520573801;07880-00.901.00
3,61;525623501;07883-00.900.01
25,14;525623601;07883-00.900.02
9,03;525623701;07883-00.900.03
2,06;525623801;07883-00.900.04
22,59;525624001;07883-00.900.05
36,83;525624101;07883-00.900.06
4,56;525624201;07883-00.900.07
5,63;525624301;07883-00.900.08
0,83;525624401;07883-00.900.09
9,81;520574201;07884-00.600.00
11,25;520574501;07887-00.900.01
13,73;520574601;07887-00.900.02
10,19;520574701;07887-00.900.03
27,02;520574801;07887-00.900.04
31,06;520574901;07887-00.900.05
54,66;574295201;07889-00.900.01
3;574295301;07889-00.900.02
8,09;574295401;07889-00.900.03
40,32;574295501;07889-00.900.04
19,43;574300401;07889-00.900.05
44,97;574295601;07890-00.900.01
22,32;520575301;07900-00.900.03
22,32;520575401;07900-00.900.04
4,46;520575601;07901-00.900.01
8,45;520575801;07901-00.900.03
46,46;520576001;07901-00.900.05
54,2;520576401;07901-00.902.00
29,86;520576501;07901-00.903.00
11,16;520576901;07902-00.900.04
6,18;520577201;07903-00.900.03
5,3;520577401;07903-00.900.06
4,14;520577601;07904-00.900.10
10,59;520577701;07904-00.900.11
4,36;520578301;07905-00.900.03
42,49;520578401;07905-00.900.04
29,82;520579101;07909-00.900.03
9,94;520579201;07909-00.900.04
13,73;520580001;07919-00.900.06
32,03;520580101;07919-00.900.07
27,01;520580201;07919-00.900.08
54,66;520580501;07926-00.900.01
28,75;520580801;07926-00.900.04
35,08;520580901;07926-00.900.05
11,72;520581001;07926-00.900.06
20,54;520581301;07926-00.901.00
24,72;520581401;07926-00.902.00
5,44;520581701;07930-00.900.03
21,38;520581801;07930-00.900.06
140,61;520582301;07930-00.900.12
30,88;520582501;07932-00.901.00
29,86;520582601;07932-00.902.00
63,68;520582701;07932-00.903.00
12,91;520582801;07934-00.610.01
6,06;520583101;07937-00.900.03
4,97;520583201;07937-00.900.06
15,91;520584001;07940-00.600.28
16,58;520584101;07940-00.600.33
12,46;520584201;07940-00.600.38
20,94;520584401;07940-00.600.50
35,8;520584501;07940-00.610.00
78,84;520584601;07940-00.620.00
7,78;520584901;07940-00.630.01
10,81;520585201;07940-00.640.01
8,03;520585401;07940-00.711.00
3,59;520585601;07940-00.900.01
3,52;520585901;07942-00.900.01
4,84;520586001;07942-00.900.02
3,36;520586101;07942-00.900.03
16,26;520586201;07942-00.900.04
3,64;520586301;07942-00.900.05
5,11;520586401;07943-00.900.01
49,12;520587401;07946-00.900.07
48,6;520587501;07946-00.900.08
18,52;520587601;07946-00.900.09
17,92;520587701;07946-00.900.10
17,81;520587801;07946-00.900.11
17,48;520587901;07946-00.900.12
4,84;520588001;07946-00.900.13
9,35;520588101;07946-00.900.14
12,05;520588201;07946-00.900.15
20,67;520588301;07946-00.900.16
5,49;520588401;07946-00.900.18
13,71;520588501;07946-00.900.50
35,38;520588601;07947-00.900.03
6,72;520588701;07947-00.900.06
5,09;520588901;07947-00.900.14
6,44;520589001;07947-00.900.15
55,13;520589201;07947-00.900.17
11,36;520589301;07947-00.900.18
14,77;520589401;07947-00.900.20
5,31;520589501;07947-00.900.22
70,38;520589701;07947-00.903.00
14,45;525624501;07948-00.900.01
2,12;525624601;07948-00.900.02
15,1;525624701;07948-00.900.03
4,62;525624801;07948-00.900.04
7,29;525624901;07948-00.900.05
5,3;525625001;07948-00.900.06
3,38;525625101;07948-00.900.07
26,58;525625201;07948-00.900.08
3,17;525625301;07948-00.900.09
3,4;525625401;07948-00.900.10
24,5;525625501;07948-00.900.11
3,57;525625601;07948-00.900.12
5,3;525625701;07948-00.900.13
70,03;525625801;07948-00.900.14
26,03;520589801;07949-00.900.01
7,35;520589901;07949-00.900.02
