531211480;5,652
576213801;1,224
585208501;12,6
585071401;32,616
580792701;16,392
531211581;4,26
586189001;41,784
585539001;13,788
588416101;88,224
503226601;2,364
574467202;31,572
586277901;27,648
588797801;27,216
574476502;64,5
584816903;0,576
598764201;0,708
588441901;79,716
587651602;95,94
592851901;47,472
525463202;5,352
575238602;4,02
580526701;1,248
531211474;5,844
574480302;32,58
580792802;17,856
734113741;2,64
574480301;25,788
581225903;43,14
531208008;5,844
574479201;10,32
586210601;5,244
587125101;4,872
504046101;5,472
592618101;70,476
587912901;5,892
578275201;22,476
592850901;343,152
544934701;8,796
585187201;10,344
577233507;43,608
577518102;6,156
531208772;1,968
577839906;184,74
544908001;24,888
580504101;9,672
587449301;2,7
587448902;70,812
531210573;5,892
579708201;11,7
531211473;13,344
587797001;99,048
575640101;89,268
585539502;49,32
574490003;8,856
584989302;134,34
584897501;2,844
576213902;1,692
585196801;2,196
505290901;2,076
582192102;25,008
584408801;90,864
544916904;32,664
592910101;116,052
579708701;35,292
593247201;107,952
587448802;6,192
575238603;11,184
584408901;42,96
531208778;7,716
581165701;7,236
592851701;334,296
525423101;2,64
580511401;2,94
579525701;1,968
574487001;2,94
577512201;1,284
504103301;20,076
544462302;25,584
574487101;17,856
544342301;9,36
535081501;6,456
592909501;16,8
583853902;18,528
579458004;18,732
590508701;0,708
731432401;2,904
581620903;58,656
581166605;36,336
504034801;19,788
579825104;26,52
594058601;13,104
597435801;10,512
581188910;20,424
531208043;3,24
504113310;28,128
578275103;59,088
581621202;9,576
544462202;23,292
592909401;110,952
592852701;60,876
592852301;20,532
535082501;3,336
580526801;3,252
575543310;1,02
585539204;37,236
581843001;19,32
535126401;10,332
574373701;4,02
590740201;0,708
531207856;1,272
579825103;22,812
577753701;40,032
574465104;27,012
580445101;3,48
579825101;60,588
589586101;99,456
592909302;130,776
576019402;1,488
585214201;5,556
587449404;200,124
593163601;123,012
535087802;2,136
579825102;39,12
580487101;5,184
535130502;1,068
535129001;2,676
574450101;1,596
579474601;11,292
575543314;1,332
574469102;9,624
535076001;1,332
501980201;2,7
589586201;102,588
535075703;5,616
574874708;1,836
